Description,Usecase Info,Sign,Accounted Amount,Original Amount,Original Currency,Rule Id,Rule version,Journal Reference,Event number,Event version,Transaction date,Accounting date,Accounting period,Posted to ledger,Document number,Original Document Number,Original Event Number,Original Event Version,Source document type,Source document reference,Transaction,Amount Type,Amount Sub Type,Amount Category,Difference Type,Issuance Date,Document Type,SubEntity Type,SubEntity Number,Journal Date,Degraded,Aggregation 1,Aggregation 2,Aggregation 3,Aggregation 4,Aggregation 5,Aggregation 6,Aggregation 7,Aggregation 8,Aggregation 9,Aggregation 10,Ledger account number,Destination Ledger Type,Cost Center,Journal Transaction Currency,Aggregated Journal Line ID
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,664.54,10.70,CAD2,387746089,1,59211353#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67505524/5501273483,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,725.40,11.68,CAD2,387746089,1,59211350#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67505524/5501273397,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,580.07,9.34,CAD2,387746089,1,59211346#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67505071/5501273473,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,372.64,6.00,CAD2,387746089,1,59211345#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273502,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,93.16,1.50,CAD2,387746089,1,59211342#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273487,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,2090.49,33.66,CAD2,387746089,1,59211339#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273484,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,73.29,1.18,CAD2,387746089,1,59211336#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273477,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,83.22,1.34,CAD2,387746089,1,59211332#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273460,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,181.35,2.92,CAD2,387746089,1,59211329#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273442,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,293.14,4.72,CAD2,387746089,1,59211326#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273436,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,202.47,3.26,CAD2,387746089,1,59211323#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273429,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,163.96,2.64,CAD2,387746089,1,59211320#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273416,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,12501.98,201.30,CAD2,387746089,1,59211315#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67503155/5501273420,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,511.75,8.24,CAD2,387746089,1,59211309#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67501696/5501273498,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,823.53,13.26,CAD2,387746089,1,59211304#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67500716/5501273402,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,45597.74,734.19,CAD2,387746089,1,59211301#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,62500082/5501273400,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,1555.76,25.05,CAD2,387746089,1,59211298#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,62500034/5501273419,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,614.85,9.90,CAD2,387746089,1,59211295#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,61672763/5501273468,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,1816.61,29.25,CAD2,387746089,1,59211292#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,61552481/5501273475,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,275.75,4.44,CAD2,387746089,1,59211282#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,61548524/5501273426,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,618.58,9.96,CAD2,387746089,1,59211278#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,61501145/5501273398,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,3138.85,50.54,CAD2,387746089,1,59211439#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69582170/5501273455,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,803.03,12.93,CAD2,387746089,1,59211436#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69582170/5501273451,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,2305.38,37.12,CAD2,387746089,1,59211433#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69567735/5501273449,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,520.45,8.38,CAD2,387746089,1,59211430#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69567735/5501273412,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,1005.50,16.19,CAD2,387746089,1,59211427#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69567735/5501273409,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,60218.16,969.60,CAD2,387746089,1,59211422#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69567735/5501273322,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,1275.04,20.53,CAD2,387746089,1,59211414#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67754013/5501273464,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,5474.04,88.14,CAD2,387746089,1,59211411#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67706973/5501273466,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,396.24,6.38,CAD2,387746089,1,59211401#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67701620/5501273490,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,1002.39,16.14,CAD2,387746089,1,59211398#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67599033/5501273383,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,1018.54,16.40,CAD2,387746089,1,59211396#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67599033/5501273381,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,556.47,8.96,CAD2,387746089,1,59211393#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67598506/5501273433,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,1312.30,21.13,CAD2,387746089,1,59211390#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67533815/5501273447,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,981.28,15.80,CAD2,387746089,1,59211352#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67505524/5501273465,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,700.56,11.28,CAD2,387746089,1,59211349#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67505524/5501273392,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,504.30,8.12,CAD2,387746089,1,59211347#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67505071/5501273499,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,248.42,4.00,CAD2,387746089,1,59211344#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273493,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,191.91,3.09,CAD2,387746089,1,59211341#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273486,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,1026.62,16.53,CAD2,387746089,1,59211337#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273478,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,92.54,1.49,CAD2,387746089,1,59211334#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273471,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,292.52,4.71,CAD2,387746089,1,59211331#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273459,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,91.92,1.48,CAD2,387746089,1,59211327#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273437,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,92.54,1.49,CAD2,387746089,1,59211325#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273435,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,7904.88,127.28,CAD2,387746089,1,59211322#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67504986/5501273421,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,40895.68,658.48,CAD2,387746089,1,59211316#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67503155/5501273428,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,5813.14,93.60,CAD2,387746089,1,59211313#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67503111/5501273294,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,157.75,2.54,CAD2,387746089,1,59211308#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67500716/5501273415,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,83.84,1.35,CAD2,387746089,1,59211303#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67500716/5501273401,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,154751.85,2491.73,CAD2,387746089,1,59211300#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,62500082/5501273394,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,38061.16,612.84,CAD2,387746089,1,59211297#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,62500034/5501273414,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,588.77,9.48,CAD2,387746089,1,59211293#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,61552481/5501273501,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,717.33,11.55,CAD2,387746089,1,59211280#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,61501775/5501273467,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,601.81,9.69,CAD2,387746089,1,59211437#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69582170/5501273452,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,26839.81,432.16,CAD2,387746089,1,59211434#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69567735/5501273491,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,1692.39,27.25,CAD2,387746089,1,59211431#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69567735/5501273413,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,1544.58,24.87,CAD2,387746089,1,59211428#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69567735/5501273410,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,1373.17,22.11,CAD2,387746089,1,59211423#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,69567735/5501273371,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
AGMEBI-Agency Memo-AMS,AGENCY_MEMO_SETTLEMENT,DEBIT,3754.94,60.46,CAD2,387746089,1,59211412#0#0,0,0,20230724,20230724,7,202307241230_LedBatch_ADM,67754013/5501273434,,,,Sales Reporting Document,1YOWCA240720231938098,AGMEBI,REA,,POSITIVE_REFERENCE,NOT_AVAILABLE,,ADM,ADM_ACM,,20230724,N,BSP-CA,,CAD,,20230723,,,,,,1109003155,GL,,CAD2,29
